species	tissue_class	tissue_type	uberonongology_id	cancer_type	cell_type	cell_name	cellontology_id	marker	Symbol	GeneID	Genetype	Genename	UNIPROTID	technology_seq	marker_source	PMID	Title	journal	year
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Distal Proliferative Progenitor cell		Jag1	Jag1	16449	protein_coding	jagged 1	Q3UVN4	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Early digit Condensations		Sox9	Sox9	20682	protein_coding	SRY (sex determining region Y)-box 9	Q04887	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Early digit Condensations		Hoxd13	Hoxd13	15433	protein_coding	homeobox D13	P70217	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Proximal limb bone cell		Col2a1	Col2a1	12824	protein_coding	"collagen, type II, alpha 1"	P28481	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Distal Proliferative Progenitor cell		Msx1	Msx1	17701	protein_coding	msh homeobox 1	P13297	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Proximal limb bone cell		Tbx15	Tbx15	21384	protein_coding	T-box 15	O70306	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Late Digit Condensations		Col9a3	Col9a3	12841	protein_coding	"collagen, type IX, alpha 3"	A2ACT7	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Proximal limb bone cell		Acan	Acan	11595	protein_coding	aggrecan	Q61282	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Late Digit Condensations		Col2a1	Col2a1	12824	protein_coding	"collagen, type II, alpha 1"	P28481	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Distal Proliferative Progenitor cell		Hoxd13	Hoxd13	15433	protein_coding	homeobox D13	P70217	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Proximal limb bone cell		Col9a3	Col9a3	12841	protein_coding	"collagen, type IX, alpha 3"	A2ACT7	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Distal Proliferative Progenitor cell		Tbx3	Tbx3	21386	protein_coding	T-box 3	P70324	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Distal Proliferative Progenitor cell		Tbx2	Tbx2	21385	protein_coding	T-box 2	Q3UET7	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Antigen-presenting cell	CL_0000145	Cd83	Cd83	12522	protein_coding	CD83 antigen	O88324	10x Chromium	Experiment	35031770	Heme-stress activated NRF2 skews fate trajectories of bone marrow cells from dendritic cells towards red pulp-like macrophages in hemolytic anemia	Cell death and differentiation	2022
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Neutrophil	CL_0000775	Csf3r	Csf3r	12986	protein_coding	colony stimulating factor 3 receptor (granulocyte)	P40223	10x Chromium	Experiment	35031770	Heme-stress activated NRF2 skews fate trajectories of bone marrow cells from dendritic cells towards red pulp-like macrophages in hemolytic anemia	Cell death and differentiation	2022
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Antigen-presenting cell	CL_0000145	Ccr7	Ccr7	12775	protein_coding	chemokine (C-C motif) receptor 7	P47774	10x Chromium	Experiment	35031770	Heme-stress activated NRF2 skews fate trajectories of bone marrow cells from dendritic cells towards red pulp-like macrophages in hemolytic anemia	Cell death and differentiation	2022
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Macrophage	CL_0000235	Csf1r	Csf1r	12978	protein_coding	colony stimulating factor 1 receptor	P09581	10x Chromium	Experiment	35031770	Heme-stress activated NRF2 skews fate trajectories of bone marrow cells from dendritic cells towards red pulp-like macrophages in hemolytic anemia	Cell death and differentiation	2022
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Monocyte	CL_0000576	Csf1r	Csf1r	12978	protein_coding	colony stimulating factor 1 receptor	P09581	10x Chromium	Experiment	35031770	Heme-stress activated NRF2 skews fate trajectories of bone marrow cells from dendritic cells towards red pulp-like macrophages in hemolytic anemia	Cell death and differentiation	2022
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Osteoclast	CL_0000092	CTSK						Single-cell sequencing	Experiment	35283289	"Osteocytes in bone aging: Advances, challenges, and future perspectives"	Ageing research reviews	2022
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Osteoclast	CL_0000092	MMPs						Single-cell sequencing	Experiment	35283289	"Osteocytes in bone aging: Advances, challenges, and future perspectives"	Ageing research reviews	2022
Mouse	Bone	Synovium	UBERON_0007616	Normal	Normal cell	Osteoclast	CL_0000092	Acp5	Acp5	11433	protein_coding	"acid phosphatase 5, tartrate resistant"	Q05117	Single-cell sequencing	Experiment	35464401	Pathological Osteoclasts and Precursor Macrophages in Inflammatory Arthritis	Frontiers in immunology	2022
Mouse	Bone	Synovium	UBERON_0007616	Normal	Normal cell	Osteoclast	CL_0000092	Atp6v0d2	Atp6v0d2	242341	protein_coding	"ATPase, H+ transporting, lysosomal V0 subunit D2"	Q80SY3	Single-cell sequencing	Experiment	35464401	Pathological Osteoclasts and Precursor Macrophages in Inflammatory Arthritis	Frontiers in immunology	2022
Mouse	Bone	Synovium	UBERON_0007616	Normal	Normal cell	Osteoclast	CL_0000092	Mmp9	Mmp9	17395	protein_coding	matrix metallopeptidase 9	P41245	Single-cell sequencing	Experiment	35464401	Pathological Osteoclasts and Precursor Macrophages in Inflammatory Arthritis	Frontiers in immunology	2022
Mouse	Bone	Synovium	UBERON_0007616	Normal	Normal cell	Osteoclast	CL_0000092	Ppargc1b	Ppargc1b	170826	protein_coding	"peroxisome proliferative activated receptor, gamma, coactivator 1 beta"	Q8VHJ7	Single-cell sequencing	Experiment	35464401	Pathological Osteoclasts and Precursor Macrophages in Inflammatory Arthritis	Frontiers in immunology	2022
Mouse	Bone	Synovium	UBERON_0007616	Normal	Normal cell	Osteoclast	CL_0000092	Ctsk	Ctsk	13038	protein_coding	cathepsin K	P55097	Single-cell sequencing	Experiment	35464401	Pathological Osteoclasts and Precursor Macrophages in Inflammatory Arthritis	Frontiers in immunology	2022
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	Flt3	Flt3	14255	protein_coding	FMS-like tyrosine kinase 3	Q00342		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	Flt3	Flt3	14255	protein_coding	FMS-like tyrosine kinase 3	Q00342		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD35	Cr2	12902	protein_coding	complement receptor 2	Q9DC83		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD35	Cr2	12902	protein_coding	complement receptor 2	Q9DC83		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD115	Csf1r	12978	protein_coding	colony stimulating factor 1 receptor	P09581		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD115	Csf1r	12978	protein_coding	colony stimulating factor 1 receptor	P09581		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	F4/80	Adgre1	13733	protein_coding	adhesion G protein-coupled receptor E1	Q3U9R0		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	F4/80	Adgre1	13733	protein_coding	adhesion G protein-coupled receptor E1	Q3U9R0		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD23	Fcer1g	14127	protein_coding	"Fc receptor, IgE, high affinity I, gamma polypeptide"	P20491		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD23	Fcer1g	14127	protein_coding	"Fc receptor, IgE, high affinity I, gamma polypeptide"	P20491		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD64	Fcgr1	14129	protein_coding	"Fc receptor, IgG, high affinity I"	P26151		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD64	Fcgr1	14129	protein_coding	"Fc receptor, IgG, high affinity I"	P26151		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD32	Fcgr2b	14130	protein_coding	"Fc receptor, IgG, low affinity IIb"	A0A0B4J1E6		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD32	Fcgr2b	14130	protein_coding	"Fc receptor, IgG, low affinity IIb"	A0A0B4J1E6		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD16	Fcgr3	14131	protein_coding	"Fc receptor, IgG, low affinity III"	A0A0B4J1M6		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD16	Fcgr3	14131	protein_coding	"Fc receptor, IgG, low affinity III"	A0A0B4J1M6		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD119	Ifngr1	15979	protein_coding	interferon gamma receptor 1	P15261		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD119	Ifngr1	15979	protein_coding	interferon gamma receptor 1	P15261		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	IL-1R1	Il1r1	16177	protein_coding	"interleukin 1 receptor, type I"	Q8C6P3		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	IL-1R1	Il1r1	16177	protein_coding	"interleukin 1 receptor, type I"	Q8C6P3		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD122	Il2rb	16185	protein_coding	"interleukin 2 receptor, beta chain"	P16297		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD122	Il2rb	16185	protein_coding	"interleukin 2 receptor, beta chain"	P16297		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD123	Il3ra	16188	protein_coding	"interleukin 3 receptor, alpha chain"	P26952		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD123	Il3ra	16188	protein_coding	"interleukin 3 receptor, alpha chain"	P26952		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD126	Il6ra	16194	protein_coding	"interleukin 6 receptor, alpha"	A0A0G2JGF1		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD126	Il6ra	16194	protein_coding	"interleukin 6 receptor, alpha"	A0A0G2JGF1		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD127	Il7r	16197	protein_coding	interleukin 7 receptor	P16872		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD127	Il7r	16197	protein_coding	interleukin 7 receptor	P16872		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD41	Itga2b	16399	protein_coding	integrin alpha 2b	Q9QUM0		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD41	Itga2b	16399	protein_coding	integrin alpha 2b	Q9QUM0		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Hematopoietic stem cell	CL_0000037	CD117	Kit	16590	protein_coding	KIT proto-oncogene receptor tyrosine kinase	P05532		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD117	Kit	16590	protein_coding	KIT proto-oncogene receptor tyrosine kinase	P05532		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD117	Kit	16590	protein_coding	KIT proto-oncogene receptor tyrosine kinase	P05532		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD206	Mrc1	17533	protein_coding	"mannose receptor, C type 1"	Q2HZ94		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD206	Mrc1	17533	protein_coding	"mannose receptor, C type 1"	Q2HZ94		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	iNOS	Nos2	18126	protein_coding	"nitric oxide synthase 2, inducible"	A0A1L1STZ4		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	iNOS	Nos2	18126	protein_coding	"nitric oxide synthase 2, inducible"	A0A1L1STZ4		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD203c	Enpp1	18605	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 1	A0A0R4J1Q7		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD203c	Enpp1	18605	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 1	A0A0R4J1Q7		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD62L	Sell	20343	protein_coding	"selectin, lymphocyte"	Q3TCF3		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD62L	Sell	20343	protein_coding	"selectin, lymphocyte"	Q3TCF3		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD141	Thbd	21824	protein_coding	thrombomodulin	P15306		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD141	Thbd	21824	protein_coding	thrombomodulin	P15306		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD90	Thy1	21838	protein_coding	"thymus cell antigen 1, theta"	P01831		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD90	Thy1	21838	protein_coding	"thymus cell antigen 1, theta"	P01831		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	CD154	Cd40lg	21947	protein_coding	CD40 ligand	P27548		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	CD154	Cd40lg	21947	protein_coding	CD40 ligand	P27548		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Hematopoietic stem cell	CL_0000037	CD150	Slamf1	27218	protein_coding	signaling lymphocytic activation molecule family member 1	Q544K1		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Hematopoietic stem cell	CL_0000037	Sca-1	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Mast cell	CL_0000097	Sca-1	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533		Company				
Mouse	Bone marrow	Bone marrow	UBERON_0002371	Normal	Normal cell	Myeloid cell	CL_0000763	Sca-1	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533		Company				
